case_id,profile_set,kernel,concept,status,metric,value,unit
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,device_name,collected,device__attribute_display_name,NVIDIA GeForce RTX 3080,
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,cc_major,collected,device__attribute_compute_capability_major,8,
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,cc_minor,collected,device__attribute_compute_capability_minor,6,
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,sm_count,collected,device__attribute_multiprocessor_count,68,
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,duration_ns,collected,gpu__time_duration.sum,20608.0,ns
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,grid_size,collected,launch__grid_size,256,
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,block_size,collected,launch__block_size,256,
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,waves_per_sm,collected,launch__waves_per_multiprocessor,0.6274509803921569,
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,registers_per_thread,collected,launch__registers_per_thread,40,register/thread
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,shared_mem_per_block,collected,launch__shared_mem_per_block,3072,byte/block
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,occupancy_theoretical_pct,collected,sm__maximum_warps_per_active_cycle_pct,100.0,%
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,occupancy_achieved_pct,collected,sm__warps_active.avg.pct_of_peak_sustained_active,48.42378912226268,%
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,sm_throughput_pct,collected,sm__throughput.avg.pct_of_peak_sustained_elapsed,69.60251810437806,%
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,memory_throughput_pct,collected,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,69.60251810437806,%
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,dram_throughput_pct,collected,gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed,4.181243272335845,%
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,dram_read_bytes,not_collected,,,
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,dram_write_bytes,not_collected,,,
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,l1_throughput_pct,collected,l1tex__throughput.avg.pct_of_peak_sustained_active,79.42961408923935,%
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,l1_hit_rate_pct,not_collected,,,
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,l2_hit_rate_pct,not_collected,,,
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,global_load_sectors,not_collected,,,
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,global_load_requests,not_collected,,,
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,global_store_sectors,not_collected,,,
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,global_store_requests,not_collected,,,
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,local_load_instructions,not_collected,,,
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,local_store_instructions,not_collected,,,
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,tensor_active_pct,not_collected,,,
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,eligible_warps_per_scheduler,not_collected,,,
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,issue_active_pct,collected,sm__issue_active.avg.pct_of_peak_sustained_elapsed,22.75453985164315,%
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,stall_long_scoreboard,not_collected,,,
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,stall_short_scoreboard,not_collected,,,
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,stall_wait,not_collected,,,
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,stall_barrier,not_collected,,,
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,stall_math_pipe,not_collected,,,
dense.tiled_vector,basic,dense_gemm_tiled_vector_kernel,stall_memory_throttle,not_collected,,,
dense.tiled_vector,detailed,dense_gemm_tiled_vector_kernel,device_name,collected,device__attribute_display_name,NVIDIA GeForce RTX 3080,
dense.tiled_vector,detailed,dense_gemm_tiled_vector_kernel,cc_major,collected,device__attribute_compute_capability_major,8,
dense.tiled_vector,detailed,dense_gemm_tiled_vector_kernel,cc_minor,collected,device__attribute_compute_capability_minor,6,
dense.tiled_vector,detailed,dense_gemm_tiled_vector_kernel,sm_count,collected,device__attribute_multiprocessor_count,68,
dense.tiled_vector,detailed,dense_gemm_tiled_vector_kernel,duration_ns,collected,gpu__time_duration.sum,20512.0,ns
dense.tiled_vector,detailed,dense_gemm_tiled_vector_kernel,grid_size,collected,launch__grid_size,256,
dense.tiled_vector,detailed,dense_gemm_tiled_vector_kernel,block_size,collected,launch__block_size,256,
dense.tiled_vector,detailed,dense_gemm_tiled_vector_kernel,waves_per_sm,collected,launch__waves_per_multiprocessor,0.6274509803921569,
dense.tiled_vector,detailed,dense_gemm_tiled_vector_kernel,registers_per_thread,collected,launch__registers_per_thread,40,register/thread
dense.tiled_vector,detailed,dense_gemm_tiled_vector_kernel,shared_mem_per_block,collected,launch__shared_mem_per_block,3072,byte/block
dense.tiled_vector,detailed,dense_gemm_tiled_vector_kernel,occupancy_theoretical_pct,collected,sm__maximum_warps_per_active_cycle_pct,100.0,%
dense.tiled_vector,detailed,dense_gemm_tiled_vector_kernel,occupancy_achieved_pct,collected,sm__warps_active.avg.pct_of_peak_sustained_active,51.72530117278657,%
dense.tiled_vector,detailed,dense_gemm_tiled_vector_kernel,sm_throughput_pct,collected,sm__throughput.avg.pct_of_peak_sustained_elapsed,67.20536739758239,%
dense.tiled_vector,detailed,dense_gemm_tiled_vector_kernel,memory_throughput_pct,collected,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,67.20536739758239,%
dense.tiled_vector,detailed,dense_gemm_tiled_vector_kernel,dram_throughput_pct,collected,gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed,4.303431239848403,%
