Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,GreenCtx,Strm,Name
1383111748,1278246,135,,,,,,,,,,1.049,819.986,Pageable,Device,NVIDIA GeForce RTX 3080 (0),1,,13,[CUDA memcpy Host-to-Device]
1384392266,35836513,136,,,,,,,,,,29.360,792.723,Pageable,Device,NVIDIA GeForce RTX 3080 (0),1,,13,[CUDA memcpy Host-to-Device]
1420300042,8448,137,,,,,,,,,,0.016,1939.390,Pageable,Device,NVIDIA GeForce RTX 3080 (0),1,,13,[CUDA memcpy Host-to-Device]
1459457543,1408,296,4,1,1,256,1,1,16,0.000,0.000,,,,,NVIDIA GeForce RTX 3080 (0),1,,13,"raggedroute::benchmark::library_baseline::<unnamed>::initialize_source_rows(int *, int)"
1459957949,416,302,,,,,,,,,,0.000,230.769,Pageable,Device,NVIDIA GeForce RTX 3080 (0),1,,7,[CUDA memcpy Host-to-Device]
1459968061,416,304,,,,,,,,,,0.000,153.846,Pageable,Device,NVIDIA GeForce RTX 3080 (0),1,,7,[CUDA memcpy Host-to-Device]
1459978589,416,306,,,,,,,,,,0.000,153.846,Pageable,Device,NVIDIA GeForce RTX 3080 (0),1,,7,[CUDA memcpy Host-to-Device]
1459989084,384,308,,,,,,,,,,0.000,166.667,Pageable,Device,NVIDIA GeForce RTX 3080 (0),1,,7,[CUDA memcpy Host-to-Device]
1459998876,416,310,,,,,,,,,,0.000,153.846,Pageable,Device,NVIDIA GeForce RTX 3080 (0),1,,7,[CUDA memcpy Host-to-Device]
1460008732,416,312,,,,,,,,,,0.000,153.846,Pageable,Device,NVIDIA GeForce RTX 3080 (0),1,,7,[CUDA memcpy Host-to-Device]
1460033563,416,314,,,,,,,,,,0.000,153.846,Pageable,Device,NVIDIA GeForce RTX 3080 (0),1,,7,[CUDA memcpy Host-to-Device]
1460044251,416,316,,,,,,,,,,0.000,153.846,Pageable,Device,NVIDIA GeForce RTX 3080 (0),1,,7,[CUDA memcpy Host-to-Device]
1460054555,384,318,,,,,,,,,,0.000,166.667,Pageable,Device,NVIDIA GeForce RTX 3080 (0),1,,7,[CUDA memcpy Host-to-Device]
1460137785,7712,324,1,16,9,128,1,1,86,0.033,0.000,,,,,NVIDIA GeForce RTX 3080 (0),1,,13,ampere_sgemm_32x32_sliced1x4_nn
1469569912,2016,329,1,32,1,32,16,1,43,0.000,0.000,,,,,NVIDIA GeForce RTX 3080 (0),1,,13,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)0, float, float, float, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
1469975472,11039,334,512,1,1,32,1,1,32,0.001,0.000,,,,,NVIDIA GeForce RTX 3080 (0),1,,13,"raggedroute::benchmark::library_baseline::<unnamed>::cub_block_radix_top2_kernel(const float *, int *, float *, int, int)"
