case_id,profile_set,kernel,concept,status,metric,value,unit
histogram.hot.r1m_e1,basic,histogram_block_private_kernel,device_name,collected,device__attribute_display_name,NVIDIA GeForce RTX 3080,
histogram.hot.r1m_e1,basic,histogram_block_private_kernel,cc_major,collected,device__attribute_compute_capability_major,8,
histogram.hot.r1m_e1,basic,histogram_block_private_kernel,cc_minor,collected,device__attribute_compute_capability_minor,6,
histogram.hot.r1m_e1,basic,histogram_block_private_kernel,sm_count,collected,device__attribute_multiprocessor_count,68,
histogram.hot.r1m_e1,basic,histogram_block_private_kernel,duration_ns,collected,gpu__time_duration.sum,14464.0,ns
histogram.hot.r1m_e1,basic,histogram_block_private_kernel,grid_size,collected,launch__grid_size,128,
histogram.hot.r1m_e1,basic,histogram_block_private_kernel,block_size,collected,launch__block_size,256,
histogram.hot.r1m_e1,basic,histogram_block_private_kernel,waves_per_sm,collected,launch__waves_per_multiprocessor,0.3137254901960784,
histogram.hot.r1m_e1,basic,histogram_block_private_kernel,registers_per_thread,collected,launch__registers_per_thread,21,register/thread
histogram.hot.r1m_e1,basic,histogram_block_private_kernel,shared_mem_per_block,collected,launch__shared_mem_per_block,1280,byte/block
histogram.hot.r1m_e1,basic,histogram_block_private_kernel,occupancy_theoretical_pct,collected,sm__maximum_warps_per_active_cycle_pct,100.0,%
histogram.hot.r1m_e1,basic,histogram_block_private_kernel,occupancy_achieved_pct,collected,sm__warps_active.avg.pct_of_peak_sustained_active,30.775541429710678,%
histogram.hot.r1m_e1,basic,histogram_block_private_kernel,sm_throughput_pct,collected,sm__throughput.avg.pct_of_peak_sustained_elapsed,7.25419144546353,%
histogram.hot.r1m_e1,basic,histogram_block_private_kernel,memory_throughput_pct,collected,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,51.72211021505376,%
histogram.hot.r1m_e1,basic,histogram_block_private_kernel,dram_throughput_pct,collected,gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed,51.72211021505376,%
histogram.hot.r1m_e1,basic,histogram_block_private_kernel,dram_read_bytes,not_collected,,,
histogram.hot.r1m_e1,basic,histogram_block_private_kernel,dram_write_bytes,not_collected,,,
