Time (%),Total Time (ns),Count,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Operation
81.8,162589,1,162589.0,162589.0,162589,162589,0.0,[CUDA memcpy Host-to-Device]
16.9,33600,22,1527.3,1808.0,448,2720,711.8,[CUDA memset]
1.3,2560,1,2560.0,2560.0,2560,2560,0.0,[CUDA memcpy Device-to-Host]

