Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
100.0,249116,21,11862.7,11840.0,11839,12224,83.6,"raggedroute::ops::<unnamed>::histogram_naive_kernel(const int *, int *, int, int)"

