Time (%),Total Time (ns),Count,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Operation
74.1,8704,1,8704.0,8704.0,8704,8704,0.0,[CUDA memcpy Host-to-Device]
22.3,2624,1,2624.0,2624.0,2624,2624,0.0,[CUDA memcpy Device-to-Host]
3.5,416,1,416.0,416.0,416,416,0.0,[CUDA memset]

