Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
100.0,58398,21,2780.9,2752.0,2752,3104,75.7,"raggedroute::ops::<unnamed>::histogram_block_private_kernel(const int *, int *, int, int)"

