run_id,case_id,operator,variant,measurement_level,cache_mode,process_runs,records,raw_samples,median_of_process_medians_us,all_samples_p50_us,all_samples_p95_us,all_samples_mean_us,all_samples_stddev_us,all_samples_cv,promotion_baseline
20260803T181855Z-86cfbe2a805d-rtx3080_topk_gate_release_v2,topk_gate.release.cub_pair.e15_t64,topk_gate,cub_block_radix_top2,L1_kernel_body,warm,5,5,150,12.7027201653,12.774399519,23.495679378479966,14.747374947867998,4.746218222991738,0.32183478346279454,False
20260803T181855Z-86cfbe2a805d-rtx3080_topk_gate_release_v2,topk_gate.release.cub_pair.e15_t64,topk_gate,cuda_local_pair_two_reduce_top2_v4,L1_kernel_body,warm,5,5,150,8.23807984591,8.3046400547,9.229312211274499,8.3903146584832,0.4808955474532535,0.05731555573628388,False
20260803T181855Z-86cfbe2a805d-rtx3080_topk_gate_release_v2,topk_gate.release.cub_pair.e15_t64,topk_gate,cuda_naive,L1_kernel_body,warm,5,5,150,8.88831973076,8.954879939555,32.518655657745,13.566839408873735,9.427603278858996,0.6949004845367768,True
20260803T181855Z-86cfbe2a805d-rtx3080_topk_gate_release_v2,topk_gate.release.cub_pair.e15_t64,topk_gate,cuda_subwarp_pair_top2_v2,L1_kernel_body,warm,5,5,150,9.04704004526,9.13407981396,21.315072178845,11.5462144335122,4.897332561084619,0.42415049445733516,False
20260803T181855Z-86cfbe2a805d-rtx3080_topk_gate_release_v2,topk_gate.release.cub_pair.e15_t64,topk_gate,cuda_vector_pair_top2_v3,L1_kernel_body,warm,5,5,150,9.04703974724,8.95999997854,21.433345079444997,11.201740769545067,5.104158535225336,0.4556576196712531,False
20260803T181855Z-86cfbe2a805d-rtx3080_topk_gate_release_v2,topk_gate.release.cub_pair.e15_t8,topk_gate,cub_block_radix_top2,L1_kernel_body,warm,5,5,150,12.7999997139,12.876800298700001,13.835264444345,12.84430500666,0.67176015873396,0.052300234102634624,False
20260803T181855Z-86cfbe2a805d-rtx3080_topk_gate_release_v2,topk_gate.release.cub_pair.e15_t8,topk_gate,cuda_local_pair_two_reduce_top2_v4,L1_kernel_body,warm,5,5,150,8.81151974201,8.68351995945,21.730304956444996,11.145762125652267,5.259365126377383,0.4718712876773868,False
20260803T181855Z-86cfbe2a805d-rtx3080_topk_gate_release_v2,topk_gate.release.cub_pair.e15_t8,topk_gate,cuda_naive,L1_kernel_body,warm,5,5,150,8.6630398035,8.70400011539,27.042816400524977,9.944814956188468,5.0847986821673565,0.511301487716791,True
20260803T181855Z-86cfbe2a805d-rtx3080_topk_gate_release_v2,topk_gate.release.cub_pair.e15_t8,topk_gate,cuda_subwarp_pair_top2_v2,L1_kernel_body,warm,5,5,150,8.87296020985,9.01120007038,21.349871754655002,11.3438122034054,5.001848881491932,0.440931918812124,False
20260803T181855Z-86cfbe2a805d-rtx3080_topk_gate_release_v2,topk_gate.release.cub_pair.e15_t8,topk_gate,cuda_vector_pair_top2_v3,L1_kernel_body,warm,5,5,150,8.84223997593,8.77568006516,9.563647776840497,8.724480013052533,0.5227310149830301,0.05991543498305709,False
20260803T181855Z-86cfbe2a805d-rtx3080_topk_gate_release_v2,topk_gate.release.cub_pair.e16_t1,topk_gate,cub_block_radix_top2,L1_kernel_body,warm,5,5,150,13.0252802372,13.1123197079,22.98368024825497,14.621354635552,3.534469427739335,0.24173337668352768,False
20260803T181855Z-86cfbe2a805d-rtx3080_topk_gate_release_v2,topk_gate.release.cub_pair.e16_t1,topk_gate,cuda_local_pair_two_reduce_top2_v4,L1_kernel_body,warm,5,5,150,8.11519980431,8.19199979305,9.069055914876,8.248456509908133,0.4801613606026329,0.05821226795896397,False
20260803T181855Z-86cfbe2a805d-rtx3080_topk_gate_release_v2,topk_gate.release.cub_pair.e16_t1,topk_gate,cuda_naive,L1_kernel_body,warm,5,5,150,8.5811200738,8.5504001379,9.55392003059,8.624947210153733,0.5552461558903371,0.06437675992227207,True
20260803T181855Z-86cfbe2a805d-rtx3080_topk_gate_release_v2,topk_gate.release.cub_pair.e16_t1,topk_gate,cuda_subwarp_pair_top2_v2,L1_kernel_body,warm,5,5,150,8.8524800539,8.847360014915001,21.469694972044998,11.238536576431066,5.104924224622582,0.45423389334589975,False
20260803T181855Z-86cfbe2a805d-rtx3080_topk_gate_release_v2,topk_gate.release.cub_pair.e16_t1,topk_gate,cuda_vector_pair_top2_v3,L1_kernel_body,warm,5,5,150,8.84736001492,8.811519742015,51.26809644699,13.583837854862534,13.154461864827535,0.9683906717215932,False
20260803T181855Z-86cfbe2a805d-rtx3080_topk_gate_release_v2,topk_gate.release.cub_pair.e16_t1024,topk_gate,cub_block_radix_top2,L1_kernel_body,warm,5,5,150,21.3760006428,21.50399923325,33.548288345314994,23.529471977550667,4.3879725310026565,0.18648835533535116,False
20260803T181855Z-86cfbe2a805d-rtx3080_topk_gate_release_v2,topk_gate.release.cub_pair.e16_t1024,topk_gate,cuda_local_pair_two_reduce_top2_v4,L1_kernel_body,warm,5,5,150,8.41215997934,8.458240032195,20.864511132245,10.851259768007868,4.948918347238988,0.4560685536097471,False
