case_id,baseline,envelope_winner,candidate,baseline_p50_us,candidate_p50_us,p50_speedup,baseline_p95_us,candidate_p95_us,p95_speedup,baseline_max_process_cv,candidate_max_process_cv,candidate_faster_processes,paired_processes,workspace_growth_bytes
grouped.v6.zipf14.t512_e64_k128_n128,cutlass_grouped,,cuda_grouped_sm86_fp32_v6_balanced_32x128,22.8659200668,23.101439476,0.9898049898819214,33.0455038548,33.2646392584,0.9934123619409261,0.242471941827,0.214104677256,1,5,0
grouped.v6.many_empty.t16_e64_k64_n64,cublas_per_expert,,cuda_grouped_sm86_fp32_v6_balanced_32x128,170.711040497,10.2911996841,16.588060258975457,189.66629982,13.4778878689,14.072405236257515,0.0828795320074,0.370400644113,5,5,0
grouped.v6.non_aligned.t512_e64_k127_n129,cublas_per_expert,,cuda_grouped_sm86_fp32_v6_balanced_32x128,695.941123962,44.3596792221,15.688596855661707,739.962863922,74.1058561802,9.985214422496709,0.0371658831544,0.233446339739,5,5,0
grouped.v6.single_expert.t512_e64_k128_n256,cublas_per_expert,,cuda_grouped_sm86_fp32_v6_balanced_32x128,10.1171201468,12.9126399755,0.7835051674944765,12.2337280512,22.8648961186,0.5350441125008295,0.375919337135,0.391920437032,1,5,0
grouped.v6.single_hot.t512_e64_k128_n128,cublas_per_expert,,cuda_grouped_sm86_fp32_v6_balanced_32x128,22.0262408257,12.4006402493,1.7762180325280665,29.9202561378,18.0264960527,1.6597932316035737,0.249221644487,0.353800589887,5,5,0
grouped.v6.tail.t17_e8_k13_n11,cublas_per_expert,,cuda_grouped_sm86_fp32_v6_balanced_32x128,75.8374404907,9.24671977758,8.201550637943932,101.094399452,13.752319634,7.351079828166828,0.150463021849,0.406030341218,5,5,0
grouped.v6.uniform.t2048_e64_k128_n128,cublas_per_expert,,cuda_grouped_sm86_fp32_v6_balanced_32x128,734.791679382,31.2217593193,23.534602002001282,769.739761353,51.9823377132,14.807717298130246,0.0381690811723,0.281224815613,5,5,0
grouped.v6.uniform.t512_e16_k128_n256,cublas_per_expert,,cuda_grouped_sm86_fp32_v6_balanced_32x128,199.249916077,23.9513599873,8.318939558448896,213.980151176,36.8599053621,5.805227904790502,0.107831165697,0.239929380831,5,5,0
grouped.v6.uniform.t512_e64_k128_n128,cublas_per_expert,,cuda_grouped_sm86_fp32_v6_balanced_32x128,749.107170105,18.4627199173,40.57404182376558,798.706691742,25.542656064,31.269523801313007,0.0651255024424,0.26710557744,5,5,0
grouped.v6.zipf14.t2048_e64_k128_n128,cublas_per_expert,,cuda_grouped_sm86_fp32_v6_balanced_32x128,750.622749329,39.864320755,18.829437830941917,796.413955688,67.4078714848,11.814850968370745,0.0581476852507,0.238283901624,5,5,0
grouped.v6.zipf14.t512_e64_k128_n128,cublas_per_expert,,cuda_grouped_sm86_fp32_v6_balanced_32x128,668.692474365,23.101439476,28.945922398459288,694.237194061,33.2646392584,20.870125440656654,0.0586602983001,0.214104677256,5,5,0
grouped.v6.many_empty.t16_e64_k64_n64,fastest_library_envelope,cutlass_grouped,cuda_grouped_sm86_fp32_v6_balanced_32x128,12.8409600258,10.2911996841,1.2477612348382865,18.416639626,13.4778878689,1.366433658236324,0.364417830034,0.370400644113,5,5,0
grouped.v6.non_aligned.t512_e64_k127_n129,fastest_library_envelope,cutlass_grouped,cuda_grouped_sm86_fp32_v6_balanced_32x128,37.1712005138,44.3596792221,0.837950164781203,62.6728963852,74.1058561802,0.8457212373715921,0.244109794183,0.233446339739,0,5,0
grouped.v6.single_expert.t512_e64_k128_n256,fastest_library_envelope,cublas_per_expert,cuda_grouped_sm86_fp32_v6_balanced_32x128,10.1171201468,12.9126399755,0.7835051674944765,12.2337280512,22.8648961186,0.5350441125008295,0.375919337135,0.391920437032,1,5,0
grouped.v6.single_hot.t512_e64_k128_n128,fastest_library_envelope,cublas_per_expert,cuda_grouped_sm86_fp32_v6_balanced_32x128,22.0262408257,12.4006402493,1.7762180325280665,29.9202561378,18.0264960527,1.6597932316035737,0.249221644487,0.353800589887,5,5,0
grouped.v6.tail.t17_e8_k13_n11,fastest_library_envelope,cutlass_grouped,cuda_grouped_sm86_fp32_v6_balanced_32x128,9.84063982964,9.24671977758,1.064230350475208,13.876224041,13.752319634,1.009009709656084,0.34813005352,0.406030341218,5,5,0
grouped.v6.uniform.t2048_e64_k128_n128,fastest_library_envelope,cutlass_grouped,cuda_grouped_sm86_fp32_v6_balanced_32x128,23.5212802887,31.2217593193,0.7533617836250541,37.9023367167,51.9823377132,0.7291387495078999,0.288104017743,0.281224815613,0,5,0
grouped.v6.uniform.t512_e16_k128_n256,fastest_library_envelope,cutlass_grouped,cuda_grouped_sm86_fp32_v6_balanced_32x128,24.2380797863,23.9513599873,1.01197091936124,29.9048961401,36.8599053621,0.811312341860995,0.211597845538,0.239929380831,3,5,0
grouped.v6.uniform.t512_e64_k128_n128,fastest_library_envelope,cutlass_grouped,cuda_grouped_sm86_fp32_v6_balanced_32x128,22.6303994656,18.4627199173,1.225734862846226,33.5452163219,25.542656064,1.3133018053349146,0.356737213755,0.26710557744,5,5,0
grouped.v6.zipf14.t2048_e64_k128_n128,fastest_library_envelope,cutlass_grouped,cuda_grouped_sm86_fp32_v6_balanced_32x128,39.3318402767,39.864320755,0.9866426802660819,61.2874248028,67.4078714848,0.9092027897160331,0.268427458812,0.238283901624,1,5,0
grouped.v6.zipf14.t512_e64_k128_n128,fastest_library_envelope,cutlass_grouped,cuda_grouped_sm86_fp32_v6_balanced_32x128,22.8659200668,23.101439476,0.9898049898819214,33.0455038548,33.2646392584,0.9934123619409261,0.242471941827,0.214104677256,1,5,0
