case_id,baseline,envelope_winner,candidate,baseline_p50_us,candidate_p50_us,p50_speedup,baseline_p95_us,candidate_p95_us,p95_speedup,baseline_max_process_cv,candidate_max_process_cv,candidate_faster_processes,paired_processes,workspace_growth_bytes
grouped.v6.many_empty.t16_e64_k64_n64,cuda_grouped_sm86_fp32_v2,,cuda_grouped_sm86_fp32_v6_balanced_32x128,9.98400002718,10.2911996841,0.970149286152262,16.9646081924,13.4778878689,1.2586993123414796,0.464622926867,0.370400644113,3,5,0
grouped.v6.non_aligned.t512_e64_k127_n129,cuda_grouped_sm86_fp32_v2,,cuda_grouped_sm86_fp32_v6_balanced_32x128,44.6259212494,44.3596792221,1.0060018925287304,73.4484467506,74.1058561802,0.99112877897259,0.237690058434,0.233446339739,2,5,0
grouped.v6.single_expert.t512_e64_k128_n256,cuda_grouped_sm86_fp32_v2,,cuda_grouped_sm86_fp32_v6_balanced_32x128,12.769280076,12.9126399755,0.9888977079999128,15.7583358884,22.8648961186,0.6891934171343557,0.496793366473,0.391920437032,1,5,0
grouped.v6.single_hot.t512_e64_k128_n128,cuda_grouped_sm86_fp32_v2,,cuda_grouped_sm86_fp32_v6_balanced_32x128,12.3801600933,12.4006402493,0.998348459790118,17.9558394551,18.0264960527,0.9960804031247428,0.204919829287,0.353800589887,2,5,0
grouped.v6.tail.t17_e8_k13_n11,cuda_grouped_sm86_fp32_v2,,cuda_grouped_sm86_fp32_v6_balanced_32x128,9.26719993353,9.24671977758,1.0022148563428577,14.1557757854,13.752319634,1.029337316331896,0.489345699816,0.406030341218,3,5,0
grouped.v6.uniform.t2048_e64_k128_n128,cuda_grouped_sm86_fp32_v2,,cuda_grouped_sm86_fp32_v6_balanced_32x128,39.7209608555,31.2217593193,1.2722204552690326,66.7781128883,51.9823377132,1.2846308155037605,0.249772363094,0.281224815613,5,5,0
grouped.v6.uniform.t512_e16_k128_n256,cuda_grouped_sm86_fp32_v2,,cuda_grouped_sm86_fp32_v6_balanced_32x128,22.9990410805,23.9513599873,0.9602394641763575,33.3137910366,36.8599053621,0.9037948065611102,0.264695219222,0.239929380831,1,5,0
grouped.v6.uniform.t512_e64_k128_n128,cuda_grouped_sm86_fp32_v2,,cuda_grouped_sm86_fp32_v6_balanced_32x128,21.4835190773,18.4627199173,1.163616150465969,29.868031621,25.542656064,1.1693393023091367,0.335664149451,0.26710557744,5,5,0
grouped.v6.zipf14.t2048_e64_k128_n128,cuda_grouped_sm86_fp32_v2,,cuda_grouped_sm86_fp32_v6_balanced_32x128,39.5059204102,39.864320755,0.9910094957593113,53.5633909702,67.4078714848,0.7946162635068245,0.252275908814,0.238283901624,3,5,0
grouped.v6.zipf14.t512_e64_k128_n128,cuda_grouped_sm86_fp32_v2,,cuda_grouped_sm86_fp32_v6_balanced_32x128,23.101439476,23.101439476,1.0,30.3124486208,33.2646392584,0.9112513857532811,0.259543685232,0.214104677256,2,5,0
grouped.v6.many_empty.t16_e64_k64_n64,cuda_grouped_sm86_fp32_v5_balanced_direct,,cuda_grouped_sm86_fp32_v6_balanced_32x128,10.4243201017,10.2911996841,1.0129353643585084,14.1004800797,13.4778878689,1.0461936036904285,0.354680233985,0.370400644113,4,5,0
grouped.v6.non_aligned.t512_e64_k127_n129,cuda_grouped_sm86_fp32_v5_balanced_direct,,cuda_grouped_sm86_fp32_v6_balanced_32x128,44.3699193001,44.3596792221,1.0002308420209427,73.5047695637,74.1058561802,0.9918888108513533,0.221396862907,0.233446339739,3,5,0
grouped.v6.single_expert.t512_e64_k128_n256,cuda_grouped_sm86_fp32_v5_balanced_direct,,cuda_grouped_sm86_fp32_v6_balanced_32x128,13.0355203152,12.9126399755,1.0095162832645492,17.8688004613,22.8648961186,0.7814949330456041,0.446295828224,0.391920437032,3,5,0
grouped.v6.single_hot.t512_e64_k128_n128,cuda_grouped_sm86_fp32_v5_balanced_direct,,cuda_grouped_sm86_fp32_v6_balanced_32x128,12.4415999651,12.4006402493,1.0033030323416012,21.4476801157,18.0264960527,1.18978641511907,0.384775500756,0.353800589887,3,5,0
grouped.v6.tail.t17_e8_k13_n11,cuda_grouped_sm86_fp32_v5_balanced_direct,,cuda_grouped_sm86_fp32_v6_balanced_32x128,9.5232000947,9.24671977758,1.0299003672405393,14.8152316809,13.752319634,1.0772896555045268,0.390931297934,0.406030341218,3,5,0
grouped.v6.uniform.t2048_e64_k128_n128,cuda_grouped_sm86_fp32_v5_balanced_direct,,cuda_grouped_sm86_fp32_v6_balanced_32x128,31.8259191513,31.2217593193,1.0193506017973348,53.0944011211,51.9823377132,1.0213931011343802,0.25521445916,0.281224815613,5,5,0
grouped.v6.uniform.t512_e16_k128_n256,cuda_grouped_sm86_fp32_v5_balanced_direct,,cuda_grouped_sm86_fp32_v6_balanced_32x128,24.3404793739,23.9513599873,1.0162462334834568,30.4404482841,36.8599053621,0.825841737385452,0.2187679082,0.239929380831,3,5,0
grouped.v6.uniform.t512_e64_k128_n128,cuda_grouped_sm86_fp32_v5_balanced_direct,,cuda_grouped_sm86_fp32_v6_balanced_32x128,19.0771204233,18.4627199173,1.033277897771947,32.0378885269,25.542656064,1.2542896262090153,0.290879344024,0.26710557744,4,5,0
grouped.v6.zipf14.t2048_e64_k128_n128,cuda_grouped_sm86_fp32_v5_balanced_direct,,cuda_grouped_sm86_fp32_v6_balanced_32x128,40.3046417236,39.864320755,1.0110454903096466,55.420927763,67.4078714848,0.8221729382969322,0.289426178219,0.238283901624,4,5,0
grouped.v6.zipf14.t512_e64_k128_n128,cuda_grouped_sm86_fp32_v5_balanced_direct,,cuda_grouped_sm86_fp32_v6_balanced_32x128,23.0809593201,23.101439476,0.9991134684086991,32.183295846,33.2646392584,0.9674927058730408,0.234862378565,0.214104677256,3,5,0
grouped.v6.many_empty.t16_e64_k64_n64,cutlass_grouped,,cuda_grouped_sm86_fp32_v6_balanced_32x128,12.8409600258,10.2911996841,1.2477612348382865,18.416639626,13.4778878689,1.366433658236324,0.364417830034,0.370400644113,5,5,0
grouped.v6.non_aligned.t512_e64_k127_n129,cutlass_grouped,,cuda_grouped_sm86_fp32_v6_balanced_32x128,37.1712005138,44.3596792221,0.837950164781203,62.6728963852,74.1058561802,0.8457212373715921,0.244109794183,0.233446339739,0,5,0
grouped.v6.single_expert.t512_e64_k128_n256,cutlass_grouped,,cuda_grouped_sm86_fp32_v6_balanced_32x128,23.8694393635,12.9126399755,1.8485328646031374,30.4680962563,22.8648961186,1.3325272110689799,0.255968227442,0.391920437032,5,5,0
grouped.v6.single_hot.t512_e64_k128_n128,cutlass_grouped,,cuda_grouped_sm86_fp32_v6_balanced_32x128,24.2278409004,12.4006402493,1.9537572587647343,34.2220811844,18.0264960527,1.8984322346590605,0.241538514323,0.353800589887,5,5,0
grouped.v6.tail.t17_e8_k13_n11,cutlass_grouped,,cuda_grouped_sm86_fp32_v6_balanced_32x128,9.84063982964,9.24671977758,1.064230350475208,13.876224041,13.752319634,1.009009709656084,0.34813005352,0.406030341218,5,5,0
grouped.v6.uniform.t2048_e64_k128_n128,cutlass_grouped,,cuda_grouped_sm86_fp32_v6_balanced_32x128,23.5212802887,31.2217593193,0.7533617836250541,37.9023367167,51.9823377132,0.7291387495078999,0.288104017743,0.281224815613,0,5,0
grouped.v6.uniform.t512_e16_k128_n256,cutlass_grouped,,cuda_grouped_sm86_fp32_v6_balanced_32x128,24.2380797863,23.9513599873,1.01197091936124,29.9048961401,36.8599053621,0.811312341860995,0.211597845538,0.239929380831,3,5,0
grouped.v6.uniform.t512_e64_k128_n128,cutlass_grouped,,cuda_grouped_sm86_fp32_v6_balanced_32x128,22.6303994656,18.4627199173,1.225734862846226,33.5452163219,25.542656064,1.3133018053349146,0.356737213755,0.26710557744,5,5,0
grouped.v6.zipf14.t2048_e64_k128_n128,cutlass_grouped,,cuda_grouped_sm86_fp32_v6_balanced_32x128,39.3318402767,39.864320755,0.9866426802660819,61.2874248028,67.4078714848,0.9092027897160331,0.268427458812,0.238283901624,1,5,0
