study_id,operator,case_id,measurement_level,cache_mode,candidate_variant,baseline_variant,candidate_p50_us,baseline_p50_us,p50_speedup,candidate_p95_us,baseline_p95_us,p95_speedup,candidate_cv,baseline_cv,candidate_workspace_bytes,baseline_workspace_bytes,process_direction_wins,process_direction_pairs
scan_cub_device_vs_naive,exclusive_scan,exclusive_scan.e31.l2,L2_operator_steady,warm,cub_device_scan,cuda_naive,26.542079,8.64256,0.325617,32.866305,11.286016,0.343392,0.094286,0.129433,1023,0,0,5
scan_cub_device_vs_naive,exclusive_scan,exclusive_scan.e32.l2,L2_operator_steady,warm,cub_device_scan,cuda_naive,26.373121,8.76032,0.332169,31.955456,9.87136,0.30891,0.090036,0.120497,1023,0,0,5
scan_cub_device_vs_naive,exclusive_scan,exclusive_scan.e33.l2,L2_operator_steady,warm,cub_device_scan,cuda_naive,26.43968,8.9344,0.337916,31.597056,10.5088,0.332588,0.078542,0.129917,1023,0,0,5
scan_cub_device_vs_naive,exclusive_scan,exclusive_scan.e64.l2,L2_operator_steady,warm,cub_device_scan,cuda_naive,26.10176,8.82688,0.338172,32.691713,12.697088,0.388389,0.106861,0.152063,1023,0,0,5
permute_pure_v2_vs_token_owned,token_permute,permute.anchor.uniform.t512_e64_top2_k256,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,16.84992,16.29696,0.967183,20.765185,21.318144,1.026629,0.103328,0.112671,256,256,1,5
permute_pure_v2_vs_token_owned,token_permute,permute.anchor.zipf06.t512_e64_top2_k256,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,16.52736,16.22528,0.981722,21.499904,21.683711,1.008549,0.105227,0.110289,256,256,2,5
permute_pure_v2_vs_token_owned,token_permute,permute.anchor.zipf10.t512_e64_top2_k256,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,16.9984,16.72192,0.983735,21.98016,21.120512,0.96089,0.105932,0.105752,256,256,1,5
permute_pure_v2_vs_token_owned,token_permute,permute.anchor.zipf14.t512_e64_top2_k256,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,17.024,17.310719,1.016842,22.490112,21.888512,0.97325,0.11708,0.110934,256,256,3,5
permute_pure_v2_vs_token_owned,token_permute,permute.anchor.zipf14.t512_e64_top2_k256.cold_scrub,L2_operator_steady,cold_scrub,cuda_candidate_v2,cuda_token_owned_top2,13.312,14.336,1.076923,17.408,17.408,1.0,0.10604,0.100359,256,256,3,5
permute_pure_v2_vs_token_owned,token_permute,permute.chain_skew.zipf14.t128_e16_top2_k64,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,16.67072,16.26624,0.975737,21.45536,21.322241,0.993796,0.133868,0.136394,64,64,3,5
permute_pure_v2_vs_token_owned,token_permute,permute.chain_small.uniform.t64_e16_top2_k64.sorted_off,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,14.83264,15.104,1.018295,20.481536,20.084736,0.980626,0.141348,0.14077,64,64,2,5
permute_pure_v2_vs_token_owned,token_permute,permute.chain_small.uniform.t64_e16_top2_k64.sorted_on,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,15.44192,16.4608,1.065981,21.101568,19.767296,0.936769,0.140801,0.130473,64,64,3,5
permute_pure_v2_vs_token_owned,token_permute,permute.generic_topk.uniform.t128_e8_top4_k64,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,15.31392,15.22688,0.994316,20.838912,20.163072,0.967568,0.114477,0.10074,32,32,1,5
permute_pure_v2_vs_token_owned,token_permute,permute.large.single_hot.t2048_e64_top2_k256,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,22.37952,22.88128,1.022421,27.072512,27.156992,1.003121,0.087336,0.079249,256,256,4,5
permute_pure_v2_vs_token_owned,token_permute,permute.large.uniform.t2048_e64_top2_k256,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,22.0672,22.90176,1.037819,27.158527,27.786752,1.023132,0.091601,0.078437,256,256,5,5
permute_pure_v2_vs_token_owned,token_permute,permute.medium.uniform.t512_e64_top2_k128,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,16.83456,16.6144,0.986922,22.53568,22.094335,0.980416,0.118423,0.119487,256,256,3,5
permute_pure_v2_vs_token_owned,token_permute,permute.non_vector_tail.zipf14.t512_e64_top2_k257,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,16.55808,16.10752,0.972789,22.417407,21.14816,0.943381,0.112528,0.108527,256,256,1,5
permute_pure_v2_vs_token_owned,token_permute,permute.tail.zipf10.t17_e8_top2_k19,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,15.4624,15.49312,1.001987,20.260351,20.02688,0.988476,0.114389,0.104047,32,32,2,5
permute_pure_v2_vs_token_owned,token_permute,permute.tiny.single_hot.t1_e8_top2_k19,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,15.12448,15.104,0.998646,20.145153,20.631553,1.024145,0.105086,0.120178,32,32,2,5
permute_pure_v2_vs_token_owned,token_permute,permute.v2.t1024_e64_k128.uniform,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,16.512,17.51552,1.060775,20.844031,22.700544,1.089067,0.109086,0.110291,256,256,4,5
permute_pure_v2_vs_token_owned,token_permute,permute.v2.t1024_e64_k256.zipf06,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,16.64,17.43872,1.048,21.953023,22.997504,1.047578,0.103138,0.111857,256,256,5,5
permute_pure_v2_vs_token_owned,token_permute,permute.v2.t1024_e64_k512.single_hot,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,22.10816,22.50752,1.018064,26.690047,27.306495,1.023097,0.085115,0.088756,256,256,3,5
permute_pure_v2_vs_token_owned,token_permute,permute.v2.t129_e16_k64.zipf14,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,17.1264,15.95904,0.931839,21.84192,20.584448,0.942429,0.156421,0.142255,64,64,2,5
permute_pure_v2_vs_token_owned,token_permute,permute.v2.t2048_e64_k1024.zipf14,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,45.875199,44.974079,0.980357,52.91008,54.642176,1.032737,0.05868,0.077711,256,256,0,5
permute_pure_v2_vs_token_owned,token_permute,permute.v2.t2048_e64_k512.uniform,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,28.375039,27.678721,0.97546,35.780097,35.066368,0.980052,0.087805,0.090965,256,256,0,5
permute_pure_v2_vs_token_owned,token_permute,permute.v2.t257_e64_k128.uniform,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,16.5888,15.26784,0.92037,21.32736,20.46208,0.959429,0.112179,0.149955,256,256,0,5
permute_pure_v2_vs_token_owned,token_permute,permute.v2.t4096_e64_k1024.single_hot,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,91.330557,84.572158,0.926001,96.11776,93.680638,0.974644,0.054564,0.058386,256,256,0,5
permute_pure_v2_vs_token_owned,token_permute,permute.v2.t4096_e64_k256.uniform,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,29.1328,27.642881,0.948858,38.150145,35.237888,0.923663,0.092,0.087155,256,256,0,5
permute_pure_v2_vs_token_owned,token_permute,permute.v2.t513_e64_k257.zipf14,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,16.21504,15.70304,0.968424,21.281792,21.208064,0.996536,0.102673,0.110613,256,256,1,5
permute_pure_v2_vs_token_owned,token_permute,permute.v2.t65_e16_k64.uniform,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,15.51872,16.09728,1.037281,20.199424,21.671936,1.072899,0.141923,0.153106,64,64,3,5
permute_pure_v2_vs_token_owned,token_permute,permute.v2.t8192_e64_k256.zipf14,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,46.34624,45.301762,0.977464,54.984703,55.061503,1.001397,0.059618,0.084698,256,256,0,5
permute_pure_v2_vs_token_owned,token_permute,permute.wide_hot.single_hot.t2048_e64_top2_k1024,L2_operator_steady,warm,cuda_candidate_v2,cuda_token_owned_top2,46.320641,45.301762,0.978004,54.140414,54.994943,1.015784,0.058022,0.076818,256,256,0,5
permute_pure_v3_vs_token_owned,token_permute,permute.anchor.uniform.t512_e64_top2_k256,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,16.54784,16.29696,0.984839,21.658112,21.318144,0.984303,0.106816,0.112671,256,256,2,5
permute_pure_v3_vs_token_owned,token_permute,permute.anchor.zipf06.t512_e64_top2_k256,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,16.44032,16.22528,0.98692,21.983743,21.683711,0.986352,0.107503,0.110289,256,256,1,5
permute_pure_v3_vs_token_owned,token_permute,permute.anchor.zipf10.t512_e64_top2_k256,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,16.52224,16.72192,1.012086,21.106689,21.120512,1.000655,0.110253,0.105752,256,256,3,5
permute_pure_v3_vs_token_owned,token_permute,permute.anchor.zipf14.t512_e64_top2_k256,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,16.34304,17.310719,1.059211,21.878272,21.888512,1.000468,0.119013,0.110934,256,256,3,5
permute_pure_v3_vs_token_owned,token_permute,permute.anchor.zipf14.t512_e64_top2_k256.cold_scrub,L2_operator_steady,cold_scrub,cuda_candidate_v3,cuda_token_owned_top2,14.336,14.336,1.0,17.408,17.408,1.0,0.156142,0.100359,256,256,3,5
permute_pure_v3_vs_token_owned,token_permute,permute.chain_skew.zipf14.t128_e16_top2_k64,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,14.47936,16.26624,1.123409,20.539392,21.322241,1.038115,0.157346,0.136394,64,64,3,5
permute_pure_v3_vs_token_owned,token_permute,permute.chain_small.uniform.t64_e16_top2_k64.sorted_off,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,15.72864,15.104,0.960286,20.735489,20.084736,0.968617,0.136222,0.14077,64,64,1,5
permute_pure_v3_vs_token_owned,token_permute,permute.chain_small.uniform.t64_e16_top2_k64.sorted_on,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,15.26272,16.4608,1.078497,20.757505,19.767296,0.952296,0.152472,0.130473,64,64,4,5
permute_pure_v3_vs_token_owned,token_permute,permute.generic_topk.uniform.t128_e8_top4_k64,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,16.08704,15.22688,0.946531,20.468736,20.163072,0.985067,0.105737,0.10074,32,32,1,5
permute_pure_v3_vs_token_owned,token_permute,permute.large.single_hot.t2048_e64_top2_k256,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,22.645761,22.88128,1.0104,27.185152,27.156992,0.998964,0.09793,0.079249,256,256,3,5
permute_pure_v3_vs_token_owned,token_permute,permute.large.uniform.t2048_e64_top2_k256,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,22.461441,22.90176,1.019603,27.552256,27.786752,1.008511,0.091787,0.078437,256,256,4,5
permute_pure_v3_vs_token_owned,token_permute,permute.medium.uniform.t512_e64_top2_k128,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,16.44544,16.6144,1.010274,21.783552,22.094335,1.014267,0.108218,0.119487,256,256,1,5
permute_pure_v3_vs_token_owned,token_permute,permute.non_vector_tail.zipf14.t512_e64_top2_k257,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,17.33632,16.10752,0.92912,22.03904,21.14816,0.959577,0.108713,0.108527,256,256,0,5
permute_pure_v3_vs_token_owned,token_permute,permute.tail.zipf10.t17_e8_top2_k19,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,15.7184,15.49312,0.985668,20.406783,20.02688,0.981383,0.105151,0.104047,32,32,3,5
permute_pure_v3_vs_token_owned,token_permute,permute.tiny.single_hot.t1_e8_top2_k19,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,15.2576,15.104,0.989933,20.075007,20.631553,1.027723,0.111055,0.120178,32,32,0,5
permute_pure_v3_vs_token_owned,token_permute,permute.v2.t1024_e64_k128.uniform,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,16.4096,17.51552,1.067395,21.316608,22.700544,1.064923,0.109863,0.110291,256,256,5,5
permute_pure_v3_vs_token_owned,token_permute,permute.v2.t1024_e64_k256.zipf06,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,16.95744,17.43872,1.028382,21.356544,22.997504,1.076836,0.102202,0.111857,256,256,3,5
permute_pure_v3_vs_token_owned,token_permute,permute.v2.t1024_e64_k512.single_hot,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,22.446079,22.50752,1.002737,26.524159,27.306495,1.029495,0.082066,0.088756,256,256,3,5
permute_pure_v3_vs_token_owned,token_permute,permute.v2.t129_e16_k64.zipf14,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,16.26112,15.95904,0.981423,21.892096,20.584448,0.940269,0.131036,0.142255,64,64,3,5
permute_pure_v3_vs_token_owned,token_permute,permute.v2.t2048_e64_k1024.zipf14,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,46.341121,44.974079,0.9705,51.195392,54.642176,1.067326,0.045368,0.077711,256,256,0,5
permute_pure_v3_vs_token_owned,token_permute,permute.v2.t2048_e64_k512.uniform,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,29.07136,27.678721,0.952096,36.308992,35.066368,0.965776,0.080445,0.090965,256,256,0,5
permute_pure_v3_vs_token_owned,token_permute,permute.v2.t257_e64_k128.uniform,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,16.77312,15.26784,0.910256,21.157376,20.46208,0.967137,0.138271,0.149955,256,256,1,5
permute_pure_v3_vs_token_owned,token_permute,permute.v2.t4096_e64_k1024.single_hot,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,86.20544,84.572158,0.981054,90.553345,93.680638,1.034535,0.033751,0.058386,256,256,2,5
permute_pure_v3_vs_token_owned,token_permute,permute.v2.t4096_e64_k256.uniform,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,29.73184,27.642881,0.92974,34.935296,35.237888,1.008661,0.071848,0.087155,256,256,0,5
permute_pure_v3_vs_token_owned,token_permute,permute.v2.t513_e64_k257.zipf14,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,16.5376,15.70304,0.949536,21.515776,21.208064,0.985698,0.108767,0.110613,256,256,2,5
permute_pure_v3_vs_token_owned,token_permute,permute.v2.t65_e16_k64.uniform,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,15.616,16.09728,1.03082,20.789249,21.671936,1.042459,0.128103,0.153106,64,64,3,5
permute_pure_v3_vs_token_owned,token_permute,permute.v2.t8192_e64_k256.zipf14,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,45.81888,45.301762,0.988714,53.892096,55.061503,1.021699,0.06184,0.084698,256,256,0,5
permute_pure_v3_vs_token_owned,token_permute,permute.wide_hot.single_hot.t2048_e64_top2_k1024,L2_operator_steady,warm,cuda_candidate_v3,cuda_token_owned_top2,46.2848,45.301762,0.978761,52.162559,54.994943,1.054299,0.046892,0.076818,256,256,0,5
permute_full_v2_vs_vllm,token_permute,permute.v3.full.anchor.uniform,L2_operator_steady,warm,cuda_candidate_v2_from_ids,vllm_moe_permute,16.87552,31.221759,1.850121,23.516161,39.82848,1.693664,0.161907,0.089845,772,16928,5,5
permute_full_v2_vs_vllm,token_permute,permute.v3.full.anchor.zipf14,L2_operator_steady,warm,cuda_candidate_v2_from_ids,vllm_moe_permute,18.462721,31.221761,1.69107,25.558016,40.32512,1.577788,0.14843,0.09796,772,16928,5,5
permute_full_v2_vs_vllm,token_permute,permute.v3.full.large.single_hot,L2_operator_steady,warm,cuda_candidate_v2_from_ids,vllm_moe_permute,24.10496,35.87072,1.488105,33.589248,43.41965,1.292665,0.115414,0.134397,772,66080,5,5
permute_full_v2_vs_vllm,token_permute,permute.v3.full.large.uniform,L2_operator_steady,warm,cuda_candidate_v2_from_ids,vllm_moe_permute,25.886719,33.3824,1.289557,36.733951,44.079103,1.199955,0.133578,0.159156,772,66080,5,5
permute_full_v2_vs_vllm,token_permute,permute.v3.full.tail,L2_operator_steady,warm,cuda_candidate_v2_from_ids,vllm_moe_permute,17.21344,28.99968,1.684712,20.883456,35.05664,1.67868,0.138344,0.100768,100,672,5,5
permute_full_v3_vs_vllm,token_permute,permute.v3.full.anchor.uniform,L2_operator_steady,warm,cuda_candidate_v3_from_ids,vllm_moe_permute,16.81408,31.221759,1.856882,21.79072,39.82848,1.827773,0.144037,0.089845,772,16928,5,5
permute_full_v3_vs_vllm,token_permute,permute.v3.full.anchor.zipf14,L2_operator_steady,warm,cuda_candidate_v3_from_ids,vllm_moe_permute,18.78016,31.221761,1.662486,24.029184,40.32512,1.678173,0.158151,0.09796,772,16928,5,5
permute_full_v3_vs_vllm,token_permute,permute.v3.full.large.single_hot,L2_operator_steady,warm,cuda_candidate_v3_from_ids,vllm_moe_permute,24.70912,35.87072,1.45172,34.840575,43.41965,1.246238,0.133162,0.134397,772,66080,5,5
permute_full_v3_vs_vllm,token_permute,permute.v3.full.large.uniform,L2_operator_steady,warm,cuda_candidate_v3_from_ids,vllm_moe_permute,27.658241,33.3824,1.20696,37.339137,44.079103,1.180507,0.132466,0.159156,772,66080,5,5
permute_full_v3_vs_vllm,token_permute,permute.v3.full.tail,L2_operator_steady,warm,cuda_candidate_v3_from_ids,vllm_moe_permute,18.5344,28.99968,1.564641,20.137985,35.05664,1.740822,0.100823,0.100768,100,672,5,5
grouped_v1_vs_external_envelope,grouped_gemm,grouped_gemm.v3.many_empty.t16_e64_k64_n64,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v1,cutlass_grouped,11.64288,12.97408,1.114336,16.0512,20.680704,1.288421,0.160759,0.180944,0,0,3,5
grouped_v1_vs_external_envelope,grouped_gemm,grouped_gemm.v3.non_aligned.t512_e64_k127_n129,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v1,cutlass_grouped,50.913281,37.92896,0.744972,61.018111,48.990209,0.80288,0.081116,0.115465,0,0,0,5
grouped_v1_vs_external_envelope,grouped_gemm,grouped_gemm.v3.single_expert.t512_e64_k128_n256,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v1,cublas_per_expert,13.02528,10.74176,0.824686,18.10432,16.867328,0.931674,0.163679,0.212908,0,0,2,5
grouped_v1_vs_external_envelope,grouped_gemm,grouped_gemm.v3.single_hot.t512_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v1,cublas_per_expert,14.90944,20.36736,1.366071,19.342336,28.113919,1.453491,0.156972,0.12534,0,0,5,5
grouped_v1_vs_external_envelope,grouped_gemm,grouped_gemm.v3.tail.t17_e8_k13_n11,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v1,cutlass_grouped,8.81664,9.65632,1.095238,12.703744,10.580992,0.832903,0.202683,0.162151,0,0,5,5
grouped_v1_vs_external_envelope,grouped_gemm,grouped_gemm.v3.uniform.t2048_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v1,cutlass_grouped,50.42176,26.060801,0.516856,63.456255,35.148799,0.553906,0.118075,0.108236,0,0,0,5
grouped_v1_vs_external_envelope,grouped_gemm,grouped_gemm.v3.uniform.t512_e16_k128_n256,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v1,cutlass_grouped,21.76,22.763519,1.046118,26.565631,28.38528,1.068496,0.121278,0.097381,0,0,4,5
grouped_v1_vs_external_envelope,grouped_gemm,grouped_gemm.v3.uniform.t512_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v1,cutlass_grouped,27.064321,22.364161,0.826334,36.332544,31.09376,0.85581,0.159788,0.129548,0,0,0,5
grouped_v1_vs_external_envelope,grouped_gemm,grouped_gemm.v3.zipf14.t2048_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v1,cutlass_grouped,46.581762,44.738562,0.960431,61.31405,56.423424,0.920236,0.098785,0.132163,0,0,1,5
grouped_v1_vs_external_envelope,grouped_gemm,grouped_gemm.v3.zipf14.t512_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v1,cutlass_grouped,25.784321,22.947841,0.889992,35.135488,24.474624,0.696578,0.13441,0.103976,0,0,0,5
grouped_v2_vs_external_envelope,grouped_gemm,grouped_gemm.v3.many_empty.t16_e64_k64_n64,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v2,cutlass_grouped,9.70752,12.97408,1.336498,11.309056,20.680704,1.828685,0.182026,0.180944,0,0,5,5
grouped_v2_vs_external_envelope,grouped_gemm,grouped_gemm.v3.non_aligned.t512_e64_k127_n129,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v2,cutlass_grouped,52.60288,37.92896,0.721043,63.818753,48.990209,0.767646,0.107341,0.115465,0,0,0,5
grouped_v2_vs_external_envelope,grouped_gemm,grouped_gemm.v3.single_expert.t512_e64_k128_n256,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v2,cublas_per_expert,12.78976,10.74176,0.839872,17.987584,16.867328,0.937721,0.172903,0.212908,0,0,2,5
grouped_v2_vs_external_envelope,grouped_gemm,grouped_gemm.v3.single_hot.t512_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v2,cublas_per_expert,12.41088,20.36736,1.641089,19.511296,28.113919,1.440905,0.188879,0.12534,0,0,5,5
grouped_v2_vs_external_envelope,grouped_gemm,grouped_gemm.v3.tail.t17_e8_k13_n11,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v2,cutlass_grouped,9.70752,9.65632,0.994726,10.892288,10.580992,0.971421,0.224102,0.162151,0,0,3,5
grouped_v2_vs_external_envelope,grouped_gemm,grouped_gemm.v3.uniform.t2048_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v2,cutlass_grouped,48.8448,26.060801,0.533543,61.595647,35.148799,0.570638,0.106725,0.108236,0,0,0,5
grouped_v2_vs_external_envelope,grouped_gemm,grouped_gemm.v3.uniform.t512_e16_k128_n256,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v2,cutlass_grouped,25.3952,22.763519,0.896371,33.220608,28.38528,0.854448,0.127436,0.097381,0,0,2,5
grouped_v2_vs_external_envelope,grouped_gemm,grouped_gemm.v3.uniform.t512_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v2,cutlass_grouped,24.535041,22.364161,0.911519,32.1024,31.09376,0.968581,0.123612,0.129548,0,0,1,5
grouped_v2_vs_external_envelope,grouped_gemm,grouped_gemm.v3.zipf14.t2048_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v2,cutlass_grouped,47.831042,44.738562,0.935346,59.034623,56.423424,0.955768,0.108219,0.132163,0,0,3,5
grouped_v2_vs_external_envelope,grouped_gemm,grouped_gemm.v3.zipf14.t512_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v2,cutlass_grouped,21.26848,22.947841,1.07896,29.500416,24.474624,0.829637,0.123723,0.103976,0,0,3,5
grouped_v2_vs_cutlass,grouped_gemm,grouped_gemm.v3.many_empty.t16_e64_k64_n64,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v2,cutlass_grouped,9.70752,12.97408,1.336498,11.309056,20.680704,1.828685,0.182026,0.180944,0,0,5,5
grouped_v2_vs_cutlass,grouped_gemm,grouped_gemm.v3.non_aligned.t512_e64_k127_n129,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v2,cutlass_grouped,52.60288,37.92896,0.721043,63.818753,48.990209,0.767646,0.107341,0.115465,0,0,0,5
grouped_v2_vs_cutlass,grouped_gemm,grouped_gemm.v3.single_expert.t512_e64_k128_n256,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v2,cutlass_grouped,12.78976,23.94112,1.871897,17.987584,30.495743,1.695377,0.172903,0.109483,0,0,5,5
grouped_v2_vs_cutlass,grouped_gemm,grouped_gemm.v3.single_hot.t512_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v2,cutlass_grouped,12.41088,22.077439,1.778878,19.511296,28.51328,1.461373,0.188879,0.096323,0,0,5,5
grouped_v2_vs_cutlass,grouped_gemm,grouped_gemm.v3.tail.t17_e8_k13_n11,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v2,cutlass_grouped,9.70752,9.65632,0.994726,10.892288,10.580992,0.971421,0.224102,0.162151,0,0,3,5
grouped_v2_vs_cutlass,grouped_gemm,grouped_gemm.v3.uniform.t2048_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v2,cutlass_grouped,48.8448,26.060801,0.533543,61.595647,35.148799,0.570638,0.106725,0.108236,0,0,0,5
grouped_v2_vs_cutlass,grouped_gemm,grouped_gemm.v3.uniform.t512_e16_k128_n256,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v2,cutlass_grouped,25.3952,22.763519,0.896371,33.220608,28.38528,0.854448,0.127436,0.097381,0,0,2,5
grouped_v2_vs_cutlass,grouped_gemm,grouped_gemm.v3.uniform.t512_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v2,cutlass_grouped,24.535041,22.364161,0.911519,32.1024,31.09376,0.968581,0.123612,0.129548,0,0,1,5
grouped_v2_vs_cutlass,grouped_gemm,grouped_gemm.v3.zipf14.t2048_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v2,cutlass_grouped,47.831042,44.738562,0.935346,59.034623,56.423424,0.955768,0.108219,0.132163,0,0,3,5
grouped_v2_vs_cutlass,grouped_gemm,grouped_gemm.v3.zipf14.t512_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v2,cutlass_grouped,21.26848,22.947841,1.07896,29.500416,24.474624,0.829637,0.123723,0.103976,0,0,3,5
grouped_v3_vs_external_envelope,grouped_gemm,grouped_gemm.v3.many_empty.t16_e64_k64_n64,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v3,cutlass_grouped,9.64608,12.97408,1.345011,11.065344,20.680704,1.868962,0.15849,0.180944,0,0,5,5
grouped_v3_vs_external_envelope,grouped_gemm,grouped_gemm.v3.non_aligned.t512_e64_k127_n129,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v3,cutlass_grouped,51.230719,37.92896,0.740356,65.634305,48.990209,0.746412,0.106096,0.115465,0,0,0,5
grouped_v3_vs_external_envelope,grouped_gemm,grouped_gemm.v3.single_expert.t512_e64_k128_n256,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v3,cublas_per_expert,15.08352,10.74176,0.712152,17.236992,16.867328,0.978554,0.119803,0.212908,0,0,0,5
grouped_v3_vs_external_envelope,grouped_gemm,grouped_gemm.v3.single_hot.t512_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v3,cublas_per_expert,14.05952,20.36736,1.448653,18.023424,28.113919,1.559855,0.14521,0.12534,0,0,5,5
grouped_v3_vs_external_envelope,grouped_gemm,grouped_gemm.v3.tail.t17_e8_k13_n11,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v3,cutlass_grouped,9.68704,9.65632,0.996829,10.89536,10.580992,0.971147,0.16717,0.162151,0,0,2,5
grouped_v3_vs_external_envelope,grouped_gemm,grouped_gemm.v3.uniform.t2048_e64_k128_n128,L2_operator_steady,warm,cuda_grouped_sm86_fp32_v3,cutlass_grouped,52.92032,26.060801,0.492454,69.425153,35.148799,0.506283,0.127155,0.108236,0,0,0,5
